Finished;Country;Region_UN;Region_Sub_UN;Q_Language;Gender;Age;Country;WorldIs;Identitiy
1;United States;Americas;Northern America;EN;Female;27-30;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Female;27-30;France;Full of opportunities;Global (I am a citizen of the world)
1;Azerbaijan;Asia;Western Asia;EN;Female;18-21;Azerbaijan;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
1;United States;Americas;Northern America;EN;Female;27-30;Puerto Rico;Full of struggles;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Global (I am a citizen of the world)
1;Germany;Europe;Western Europe;EN;Female;27-30;United States;Full of struggles;Global (I am a citizen of the world)
1;Azerbaijan;Asia;Western Asia;EN;Male;22-26;Azerbaijan;Full of opportunities;Other
1;United States;Americas;Northern America;EN;Male;22-26;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Suriname;Americas;South America;EN;Female;22-26;Suriname;Full of opportunities;Global (I am a citizen of the world)
1;Mexico;Americas;Central America;EN;Female;27-30;Mexico;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Female;31-35;United States;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;Azerbaijan;Asia;Western Asia;EN;Female;22-26;Azerbaijan;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;Cameroon;Africa;Middle Africa;EN;Male;22-26;Cameroon;Full of opportunities;Global (I am a citizen of the world)
1;Suriname;Americas;South America;EN;Female;22-26;Suriname;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Cyprus;Full of struggles;None
1;New Zealand;Oceania;Australia and New Zealand;EN;Female;22-26;New Zealand;Full of opportunities;Global (I am a citizen of the world)
1;Brazil;Americas;South America;EN;Male;22-26;Brazil;Full of opportunities;Other
1;Suriname;Americas;South America;EN;Female;22-26;Suriname;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Trinidad and Tobago;Americas;Caribbean;EN;Male;27-30;Trinidad and Tobago;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Other
1;United States;Americas;Northern America;EN;Other;22-26;United States;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;China;Asia;Eastern Asia;EN;Female;22-26;China;Full of opportunities;None
1;China;Asia;Eastern Asia;EN;Male;22-26;China;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Global (I am a citizen of the world)
1;Guyana;Americas;South America;EN;Female;31-35;Guyana;Full of opportunities;Religion (I am Muslim / I am Christian)
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;Trinidad and Tobago;Americas;Caribbean;EN;Male;27-30;Trinidad and Tobago;Full of opportunities;Other
1;China;Asia;Eastern Asia;EN;Male;22-26;China;Full of opportunities;Global (I am a citizen of the world)
1;Suriname;Americas;South America;EN;Female;18-21;Suriname;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;China;Asia;Eastern Asia;EN;Female;27-30;China;Full of opportunities;Global (I am a citizen of the world)
1;Azerbaijan;Asia;Western Asia;EN;Female;27-30;Azerbaijan;Full of opportunities;Other
1;China;Asia;Eastern Asia;EN;Female;22-26;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Cyprus;Full of struggles;None
1;Azerbaijan;Asia;Western Asia;EN;Male;22-26;Azerbaijan;Full of opportunities;Global (I am a citizen of the world)
1;Trinidad and Tobago;Americas;Caribbean;EN;Male;27-30;Trinidad and Tobago;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Azerbaijan;Asia;Western Asia;EN;Male;18-21;Azerbaijan;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Cyprus;Asia;Western Asia;EN;Male;22-26;Cyprus;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Azerbaijan;Asia;Western Asia;EN;Male;18-21;Azerbaijan;Full of opportunities;Religion (I am Muslim / I am Christian)
1;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of opportunities;Religion (I am Muslim / I am Christian)
1;China;Asia;Eastern Asia;EN;Male;22-26;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;NA;Female;22-26;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;China;Asia;Eastern Asia;EN;Female;27-30;China;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Croatia;Europe;Southern Europe;EN;Female;31-35;Croatia;Full of opportunities;Region (I am European / I am Asian)
1;Armenia;Asia;Western Asia;EN;Female;27-30;Armenia;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;27-30;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Trinidad and Tobago;Americas;Caribbean;EN;Male;27-30;Trinidad and Tobago;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Pakistan;Asia;Southern Asia;EN;Male;31-35;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Male;27-30;Cyprus;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of opportunities;Region (I am European / I am Asian)
1;Pakistan;Asia;Southern Asia;EN;Female;31-35;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Global (I am a citizen of the world)
1;Mongolia;Asia;Eastern Asia;EN;Female;27-30;Mongolia;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;22-26;Colombia;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Cyprus;Asia;Western Asia;EN;Female;27-30;Cyprus;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Rwanda;Africa;Eastern Africa;EN;Female;18-21;Rwanda;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;22-26;Puerto Rico;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Azerbaijan;Asia;Western Asia;EN;Male;18-21;Azerbaijan;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;22-26;Colombia;Full of opportunities;None
1;Mongolia;Asia;Eastern Asia;EN;Female;27-30;Mongolia;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;22-26;United States;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;China;Asia;Eastern Asia;EN;Male;22-26;China;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;NA;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;United States;Americas;Northern America;EN;Male;22-26;Argentina;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Russia;Europe;Eastern Europe;EN;Female;22-26;Russia;Full of opportunities;Global (I am a citizen of the world)
1;Swaziland;Africa;Southern Africa;EN;Male;27-30;Swaziland;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
1;Malaysia;Asia;South-Eastern Asia;EN;Male;18-21;Malaysia;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;27-30;Pakistan;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Cyprus;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Guyana;Americas;South America;EN;Female;27-30;Guyana;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;India;Asia;Southern Asia;NA;Male;18-21;India;Full of opportunities;Global (I am a citizen of the world)
1;Guyana;Americas;South America;EN;Female;22-26;Guyana;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;NA;Female;18-21;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Male;27-30;Cyprus;Full of opportunities;Other
1;Rwanda;Africa;Eastern Africa;EN;Female;22-26;Rwanda;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Female;27-30;Venezuela;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Brazil;Americas;South America;NA;Female;18-21;Brazil;Full of struggles;Global (I am a citizen of the world)
1;Brazil;Americas;South America;EN;Male;18-21;Brazil;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Brazil;Americas;South America;EN;Female;31-35;Brazil;Full of opportunities;Global (I am a citizen of the world)
1;Brazil;Americas;South America;EN;Male;18-21;Brazil;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Brazil;Americas;South America;EN;Male;18-21;Brazil;Full of opportunities;Other
1;Brazil;Americas;South America;EN;Female;18-21;Brazil;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Brazil;Americas;South America;NA;Male;18-21;Brazil;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;31-35;Trinidad and Tobago;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Brazil;Americas;South America;EN;Male;18-21;Brazil;Full of opportunities;Global (I am a citizen of the world)
1;Brazil;Americas;South America;EN;Female;18-21;Brazil;Full of opportunities;Global (I am a citizen of the world)
1;Brazil;Americas;South America;EN;Female;18-21;Brazil;Full of struggles;Global (I am a citizen of the world)
1;Guyana;Americas;South America;EN;Male;22-26;Guyana;Full of struggles;Global (I am a citizen of the world)
1;Mongolia;Asia;Eastern Asia;EN;Male;27-30;Mongolia;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Suriname;Americas;South America;EN;Male;22-26;Suriname;Full of struggles;None
1;United States;Americas;Northern America;EN;Male;27-30;Puerto Rico;Full of struggles;None
1;Mongolia;Asia;Eastern Asia;EN;Male;27-30;Mongolia;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;Argentina;Americas;South America;EN;Male;18-21;Argentina;Full of struggles;Global (I am a citizen of the world)
1;Brazil;Americas;South America;EN;Female;18-21;Brazil;Full of struggles;Global (I am a citizen of the world)
1;Mongolia;Asia;Eastern Asia;EN;Female;22-26;Mongolia;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Mongolia;Asia;Eastern Asia;EN;Female;31-35;Mongolia;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;31-35;United States;Full of opportunities;Global (I am a citizen of the world)
1;Mongolia;Asia;Eastern Asia;EN;Male;27-30;Mongolia;Full of struggles;Other
1;Mongolia;Asia;Eastern Asia;EN;Male;27-30;Mongolia;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Male;27-30;India;Full of opportunities;Global (I am a citizen of the world)
1;Mongolia;Asia;Eastern Asia;EN;Female;22-26;Mongolia;Full of opportunities;Global (I am a citizen of the world)
1;Mongolia;Asia;Eastern Asia;EN;Female;31-35;Mongolia;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Female;18-21;India;Full of struggles;Religion (I am Muslim / I am Christian)
1;Philippines;Asia;South-Eastern Asia;EN;Male;18-21;Philippines;Full of opportunities;Global (I am a citizen of the world)
1;Mongolia;Asia;Eastern Asia;EN;Female;27-30;Mongolia;Full of opportunities;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;EN;Female;27-30;Philippines;Full of opportunities;Region (I am European / I am Asian)
1;Nigeria;Africa;Western Africa;EN;Female;22-26;Nigeria;Full of struggles;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Pakistan;Asia;Southern Asia;EN;Female;31-35;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;EN;Female;22-26;Philippines;Full of opportunities;Global (I am a citizen of the world)
1;Azerbaijan;Asia;Western Asia;EN;Male;22-26;Azerbaijan;Full of struggles;Global (I am a citizen of the world)
1;Mongolia;Asia;Eastern Asia;EN;Male;31-35;Mongolia;Full of opportunities;Region (I am European / I am Asian)
1;India;Asia;Southern Asia;EN;Female;27-30;India;Full of opportunities;None
1;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Cyprus;Asia;Western Asia;EN;Female;31-35;Azerbaijan;Full of opportunities;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;EN;Female;18-21;Philippines;Full of struggles;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;27-30;Pakistan;Full of opportunities;Region (I am European / I am Asian)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Pakistan;Asia;Southern Asia;EN;Male;31-35;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Belarus;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;EN;Female;18-21;Pakistan;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Cape Verde;Africa;Western Africa;EN;Female;22-26;Cape Verde;Full of struggles;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;NA;Female;18-21;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Female;31-35;Russia;Full of opportunities;None
1;Philippines;Asia;South-Eastern Asia;EN;Female;22-26;Philippines;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Male;22-26;Cyprus;Full of opportunities;Other
